time,angle
0.0333333333333333,0.03311614654178374
0.0666666666666666,0.032974641777148817
0.1,0.03236414429297807
0.1333333333333333,0.03133125090319555
0.1666666666666666,0.02984693452885034
0.2,0.02793960424446551
0.2333333333333333,0.025694567877287744
0.2666666666666666,0.023035321171717357
0.3,0.02011490212987499
0.3333333333333333,0.016867747075775208
0.3666666666666666,0.013437767448377214
0.4,0.009802400121625254
0.4333333333333333,0.0060328413883332654
0.4666666666666667,0.002187308216285766
0.5,-0.0016997405488350381
0.5333333333333333,-0.005559947665691789
0.5666666666666667,-0.009337006988444642
0.6,-0.012994058625234175
0.6333333333333333,-0.016452550777155798
0.6666666666666666,-0.01971399858934486
0.7,-0.022659142156727485
0.7333333333333333,-0.025307356506965917
0.7666666666666667,-0.0276115259318046
0.8,-0.02948702797614078
0.8333333333333334,-0.03096538113820002
0.8666666666666667,-0.031987100453992445
0.9,-0.03254912628047557
0.9333333333333332,-0.032642261636379066
0.9666666666666668,-0.032279642075836446
1.0,-0.031470362794408846
1.0333333333333334,-0.030210388510947928
1.0666666666666669,-0.028480134064775786
1.1,-0.026385326673763032
1.1333333333333333,-0.023877710346658976
1.1666666666666667,-0.021034285884287796
1.2,-0.01788305555805203
1.2333333333333334,-0.01449102588038853
1.2666666666666666,-0.01088332364635769
1.3,-0.007130919714034346
1.3333333333333333,-0.0032508136149607125
1.3666666666666667,0.000648684927984311
1.4,0.004555528361166239
1.4333333333333331,0.008397417235784799
1.4666666666666666,0.01209998651997135
1.5,0.015649134393360242
1.5333333333333334,0.018980016036586504
1.5666666666666669,0.022021200363800286
1.6,0.024785205553260026
1.6333333333333333,0.027203937729388897
1.6666666666666667,0.029225139499235334
1.7,0.030866799873184417
1.7333333333333334,0.03204256298107255
1.7666666666666666,0.03278812689569288
1.8,0.03308603584083425
1.8333333333333333,0.03290962971709077
1.8666666666666667,0.03226495425522402
1.9,0.03119999231494086
1.9333333333333331,0.02969897682517786
1.9666666666666663,0.02777844858778211
2.0,0.02546366400006228
2.033333333333333,0.02280331028851834
2.066666666666667,0.019839407243287033
2.1,0.01662800087842342
2.1333333333333333,0.013168433580081462
2.1666666666666665,0.009532767792906904
2.2,0.005752694030919603
2.2333333333333334,0.0019061756940146335
2.2666666666666666,-0.0019897915574125236
2.3,-0.005821220942411998
2.333333333333333,-0.009583719398507997
2.3666666666666667,-0.013230688448925276
2.4,-0.01667921853019494
2.433333333333333,-0.01989836276023471
2.466666666666667,-0.02284548050768076
2.5,-0.02545247897332703
2.533333333333333,-0.027691564258446766
2.566666666666667,-0.029556221554510653
2.6,-0.030982766675081264
2.6333333333333333,-0.03196306896545198
2.6666666666666665,-0.03248888444665111
2.7,-0.03256783836778632
2.7333333333333334,-0.03215574895852091
2.7666666666666666,-0.031313441931719144
2.8,-0.030031852139439378
2.833333333333333,-0.02829115952684025
2.8666666666666667,-0.026156088391014132
2.9,-0.023633419124296614
2.933333333333333,-0.0207719918977749
2.966666666666667,-0.017622068774127975
3.0,-0.014205345544754389
3.033333333333333,-0.01060612066983091
3.066666666666667,-0.006848201550652577
3.1,-0.0029818007076833908
3.1333333333333333,0.0009338820720692366
3.1666666666666665,0.0048273940110938884
3.2,0.008648663020216718
3.2333333333333334,0.01235277266810164
3.2666666666666666,0.0158730871417212
3.3,0.01918448498125502
3.333333333333333,0.02220301284876447
3.3666666666666667,0.02493091404990011
3.4,0.027319408000573194
3.433333333333333,0.029320909517345672
3.466666666666667,0.0309117650547277
3.5,0.03205212126821389
3.533333333333333,0.03277297960379233
3.566666666666667,0.03303405296674011
3.6,0.03283471798563187
3.633333333333333,0.032172828531752184
3.6666666666666665,0.031062936849936443
3.7,0.02953086346495315
3.733333333333333,0.027565996030034064
3.7666666666666666,0.025263589491139046
3.8,0.022602615725169528
3.8333333333333335,0.0196256241227748
3.8666666666666663,0.01638047234918738
3.9,0.012885674742155738
3.933333333333333,0.00925056076607822
3.966666666666667,0.005496446447822434
4.0,0.0016469938224379366
4.033333333333333,-0.00223410070447172
4.066666666666666,-0.006054052017872902
4.1,-0.009823076177222225
4.133333333333334,-0.013448938935222143
4.166666666666667,-0.016898511131964167
4.2,-0.02008512089393677
