Time,x,y
0.03333333333333333,419.42934162778636,194.04945567651632
0.06666666666666667,421.5486919681213,194.1703256006873
0.1,430.7012485443476,194.5059921284217
0.13333333333333333,446.17005805343285,195.4141342337539
0.16666666666666666,468.40516148280744,196.60863727903333
0.2,496.99823043949164,197.6761399173188
0.23333333333333334,530.6476928310756,199.06171522236653
0.26666666666666666,570.4981960265318,200.89106836192906
0.3,614.2815498390232,202.41849160052277
0.3333333333333333,662.9710053627964,203.87504038250304
0.36666666666666664,714.3969790859799,205.54954169894137
0.4,768.9125462826436,206.97712900160553
0.43333333333333335,825.4403125974815,208.4773842946034
0.4666666666666667,883.1185709067967,209.50079689212072
0.5,941.4212657468506,210.40631873625276
0.5333333333333333,999.3266451025978,210.85135954715454
0.5666666666666667,1055.9815171807359,211.63042816558442
0.6,1110.8420804498996,211.35252816083246
0.6333333333333333,1162.7215952980687,211.71774979009234
0.6666666666666666,1211.645842637159,211.55970161597114
0.7,1255.824818363868,211.32315508994915
0.7333333333333333,1295.5508790537717,211.20044675858964
0.7666666666666667,1330.1139781846139,210.84080534332804
0.8,1358.248127737742,210.62058624966633
0.8333333333333334,1380.422073672401,210.2466965843929
0.8666666666666667,1395.7486831860028,210.09984885265425
0.9,1404.1788265034188,209.97268034172416
0.9333333333333333,1405.5786751844246,210.1199939158871
0.9666666666666667,1400.1358355674708,209.98288423380438
1.0,1387.9977256769546,210.20870348322492
1.0333333333333334,1369.0992413400427,210.53036948124893
1.0666666666666667,1343.144462178825,210.79177229055173
1.1,1311.7222829617656,211.18134715025906
1.1333333333333333,1274.1085460281045,211.75811745212374
1.1666666666666667,1231.452612960283,211.76107091172213
1.2,1184.1810869044768,211.9995531082914
1.2333333333333334,1133.2966126091546,212.04679653264242
1.2666666666666666,1079.1776342219864,211.74895948834143
1.3,1022.8894221539643,211.30397709093234
1.3333333333333333,964.6886317988269,210.57581746605607
1.3666666666666667,906.1999390527513,209.6636834592375
1.4,847.600045047219,208.78441687983653
1.4333333333333333,789.9782891192037,207.66264143767233
1.4666666666666666,734.4529152967709,206.26700655961625
1.5,681.2345679012345,204.69773505481731
1.5333333333333334,631.2955503512881,203.01998438719747
1.5666666666666667,585.7012898845893,201.44343640066654
1.6,544.2709815516338,199.78481012658227
1.6333333333333333,508.0217178781452,198.19980748695272
1.6666666666666667,477.7281158109025,196.92448164065442
1.7,453.12686345988556,195.80148780415516
1.7333333333333334,435.5158272743394,194.81902819648874
1.7666666666666666,424.34136973349877,194.3462890740412
1.8,419.88323699421966,194.01532532977618
1.8333333333333333,422.52581284577377,194.1555575278838
1.8666666666666667,432.1858248605129,194.61190782755406
1.9,448.1394210208084,195.45315518588976
1.9333333333333333,470.62960987390903,196.5513031367145
1.9666666666666666,499.42001739078285,197.63034091931277
2.0,534.1095679012345,199.17975369160007
2.033333333333333,573.9977383120826,200.46238615664845
2.066666666666667,618.4230882239233,202.2444753730766
2.1,666.5684834307991,203.9005692007797
2.1333333333333333,718.4365548354301,205.63268839750918
2.1666666666666665,772.9565469013745,207.05800176834657
2.2,829.6478976056064,208.2868567906041
2.2333333333333334,887.3363820144118,209.50779288532394
2.2666666666666666,945.7728156940323,210.4004615891856
2.3,1003.2439729671672,211.07088682892976
2.3333333333333335,1059.6819765127389,211.72288017515925
2.3666666666666667,1114.3905269449149,211.8204668459674
2.4,1166.1219356109086,211.84109481146007
2.433333333333333,1214.4130032581822,211.91947869083285
2.466666666666667,1258.621234734325,211.4782790108003
2.5,1297.7282155337616,211.2253087910849
2.533333333333333,1331.3164877325337,210.98750685108163
2.566666666666667,1359.2886426863195,210.79548375551104
2.6,1380.6914445778311,210.80436974789916
2.6333333333333333,1395.395890083632,210.57605734767026
2.6666666666666665,1403.2839815383645,210.50709638800936
2.7,1404.471391972673,210.67235980643324
2.7333333333333334,1398.2860649546828,210.53062059415907
2.7666666666666666,1385.6533308141638,210.84168595405663
2.8,1366.4248406333538,210.8192315601322
2.8333333333333335,1340.3153813011634,211.2661368822506
2.8666666666666667,1308.2858365633074,211.4285206718346
2.9,1270.4436589963598,211.75099128965158
2.933333333333333,1227.5191382113821,212.01269918699185
2.966666666666667,1180.2662490084665,212.144253962087
3.0,1129.0108949416342,212.15711738002594
3.033333333333333,1075.0186684769433,211.86136837511518
3.066666666666667,1018.6467452571907,211.4688214642316
3.1,960.6510741008931,210.71764421916487
3.1333333333333333,901.9172336147968,209.90000804181742
3.1666666666666665,843.5233083195269,208.66838839619268
3.2,786.2087908496732,207.63815359477124
3.2333333333333334,730.6574524440164,206.33391122883054
3.2666666666666666,677.8744021826351,204.66385812871127
3.3,628.2304676428909,202.90363722248466
3.3333333333333335,582.9817351598173,201.18435291174077
3.3666666666666667,542.0938382482293,199.52724410906902
3.4,506.2860934671208,198.2424897971708
3.433333333333333,476.2974903911372,196.75802245836158
3.466666666666667,452.4557030371204,195.7134608173978
3.5,435.3651570424415,194.96814663226266
3.533333333333333,424.55759388204484,194.57870618341963
3.566666666666667,420.6484826804984,194.3327818517856
3.6,423.63622709969064,194.45754520580536
3.6333333333333333,433.5558966601411,194.89361986118527
3.6666666666666665,450.17899992547876,195.85188166033234
3.7,473.14159452476997,196.8273429119642
3.7333333333333334,502.5909987856709,198.06921675774134
3.7666666666666666,537.0905704307335,199.73727590221188
3.8,576.9799726040338,201.25972635523433
3.8333333333333335,621.6183882536466,202.63040156961128
3.8666666666666667,670.2732928311057,204.22005670311864
3.9,722.669246159697,206.00763926782082
3.933333333333333,777.1810744749838,207.4658884953692
3.966666666666667,833.4816360041553,208.80933949934655
4.0,891.2191367443121,209.84320008137524
