Time,x,y
0.6101694915254238,542.8052742616034,115.32658227848101
0.6271186440677966,524.6357713324926,115.3688524590164
0.6440677966101694,506.7774952320407,115.80377198559016
0.6610169491525424,488.481248690551,115.93609888958724
0.6779661016949152,470.1957908163265,116.06164965986395
0.6949152542372882,452.01508485229414,116.06557720511208
0.711864406779661,433.5360050093926,116.16030056355667
0.7288135593220338,415.0116230801162,115.91386467413864
0.7457627118644068,397.05285060341237,115.68997086974613
0.7627118644067796,379.2871348663766,115.59954423037082
0.7796610169491526,361.8446704810341,115.04068658614113
0.7966101694915254,344.7067562067562,114.44464794464793
0.8135593220338984,327.9016697588126,114.22593279736135
0.8305084745762712,311.65928143712574,113.73612774451097
0.847457627118644,295.9429411764706,113.17411764705882
0.864406779661017,281.19174898314935,112.50242107301956
0.8813559322033898,266.91828336272783,111.91632373113855
0.8983050847457628,253.44489716724874,111.5733410942957
0.9152542372881356,240.16018306636155,110.6241418764302
0.9322033898305084,228.03840417598803,110.30089485458613
0.9491525423728814,216.95589339339338,109.48592342342343
0.9661016949152542,206.76893939393938,109.05037878787878
0.9830508474576272,197.1112944627796,108.61459479281261
1.0,188.49269162210337,108.19251336898395
1.0169491525423728,180.76162268892477,107.69897684437264
1.0338983050847457,174.3189964157706,107.31487455197131
1.0508474576271187,169.02599862258953,107.16029614325068
1.0677966101694916,164.80438184663538,106.86384976525821
1.0847457627118644,161.56902887139108,106.74330708661417
1.1016949152542372,159.4714260899774,106.71547681083898
1.11864406779661,158.31453437771975,106.57824194952131
1.1355932203389831,158.29009762900975,106.5789748953975
1.152542372881356,159.53848815083893,106.64677391454765
1.1694915254237288,161.86939975782735,106.85988583290089
1.1864406779661016,165.18059114983768,106.93849308047156
1.2033898305084745,169.36387030365415,107.1372448104306
1.2203389830508475,174.42405173920642,107.56720852997726
1.2372881355932204,181.00996329313057,107.75895822408668
1.2542372881355932,188.64650751547302,108.06472148541114
1.271186440677966,197.53399668325042,108.69209508015479
1.2881355932203389,206.81143485431556,109.266813267363
1.305084745762712,216.88733183856502,109.40489536621823
1.3220338983050848,228.31302681992335,110.06724137931035
1.3389830508474576,240.1973940101128,110.66122131466355
1.3559322033898304,253.03836367195146,111.39518496770405
1.3728813559322033,266.71661631419937,111.41268882175227
1.3898305084745763,280.50725526262005,112.23462088698139
1.4067796610169492,294.9416333777186,112.14691522414557
1.423728813559322,310.9902521720703,112.69612205975842
1.4406779661016949,326.8609300304215,113.05714906562363
1.4576271186440677,343.6806722689076,113.82482223658694
1.4745762711864407,360.4562913907285,113.95275938189845
1.4915254237288136,377.61315789473684,114.49078947368422
1.5084745762711864,395.1518737672584,114.54152969537584
1.5254237288135593,412.7019793072424,114.97750787224471
1.5423728813559323,431.07780784844385,115.14118177717636
1.5593220338983051,449.2950217939894,115.44620325762789
1.576271186440678,467.4919446335375,115.34331744951213
1.5932203389830508,485.9764073814529,115.55150665732306
1.6101694915254237,503.8137516688919,115.4652870493992
1.6271186440677967,521.8462729484627,115.20482194204821
1.6440677966101696,539.8534847472723,115.01692273435759
1.6610169491525424,557.8488195798137,114.8546675330301
1.6779661016949152,575.0850383631714,114.22357203751065
1.694915254237288,591.9883720930233,113.99547803617571
1.7118644067796611,608.464573795509,113.44255504687159
1.728813559322034,624.8671358498614,113.17828961399019
1.7457627118644068,640.3894241061871,112.54827660029972
1.7627118644067796,655.2399497487437,112.3607621440536
1.7796610169491525,669.7404761904762,111.71507936507935
1.7966101694915255,683.1321770334928,111.18859649122805
1.8135593220338984,696.1255804562891,110.59156067030082
1.8305084745762712,708.1521226415094,110.16647012578615
1.847457627118644,719.3931827189853,109.66428854538248
1.8644067796610169,729.7907429015946,108.97102294826915
1.88135593220339,739.2202415181139,108.70768640981406
1.8983050847457628,747.6006395786305,108.09706546275395
1.9152542372881356,754.874536005939,107.70489977728285
1.9322033898305084,761.5737463126843,107.25903392330382
1.9491525423728813,767.0202414113277,106.9468895078923
1.9661016949152543,771.2659594267634,106.78652521868602
1.9830508474576272,774.6213377556661,106.5118850193477
2.0,776.5859590934218,106.48203427307905
2.016949152542373,777.6563421828907,106.33314896755161
2.0338983050847457,777.6387966039129,106.33351790328534
2.0508474576271185,776.772191528545,106.37808471454879
2.0677966101694913,774.6110192837466,106.51349862258954
2.0847457627118646,771.154043175997,106.6728869374314
2.1016949152542375,766.8055555555554,106.97727272727273
2.1186440677966103,761.3111819953925,107.29275208222576
2.135593220338983,755.1588075880759,107.75483288166214
2.152542372881356,747.8260635433495,108.15814036977203
2.169491525423729,739.2603139832055,108.69386637458926
2.1864406779661016,729.8490090090089,109.0427027027027
2.2033898305084745,719.327400815721,109.66740823136819
2.2203389830508473,708.0326302505858,110.11339462772669
2.23728813559322,695.912680756396,110.80496848350018
2.2542372881355934,682.9509911894273,111.20778267254038
2.2711864406779663,669.2779034690799,111.70776772247359
2.288135593220339,654.9290935672514,112.21673976608186
2.305084745762712,639.4640668523676,112.94094707520891
2.3220338983050848,623.9014238773275,113.66721431179262
2.3389830508474576,607.5645161290323,114.25083426028921
2.3559322033898304,590.9964951116029,114.6782881387198
2.3728813559322033,574.0658783783783,114.93487237237237
2.389830508474576,556.5755064456722,115.17053406998158
2.406779661016949,538.6485568760611,115.7021316732692
2.4237288135593222,520.7694290976059,115.93554327808471
2.440677966101695,502.3702874206793,115.9897349757372
2.457627118644068,483.9273670557717,116.04891606448027
2.4745762711864407,465.5634432643935,116.10285075461151
2.4915254237288136,447.0244260789715,116.05785123966942
2.5084745762711864,428.79143697170156,115.96618890113928
2.5254237288135593,410.7514652014652,115.84743589743589
2.542372881355932,392.88630919476685,115.67422148516675
2.559322033898305,375.081903707803,115.3486441615938
2.5762711864406778,357.66355311355306,115.0205128205128
2.593220338983051,340.6525252525252,114.55353535353535
2.610169491525424,324.2084241103849,114.21859114015976
2.6271186440677967,308.1792504073873,113.60492485967771
2.6440677966101696,292.8192727924055,113.17607021314704
2.6610169491525424,277.84867837502213,112.57051623203832
2.6779661016949152,263.63573166492876,112.09523809523809
2.694915254237288,250.1117543859649,111.47017543859648
2.711864406779661,237.46569898047346,110.88646967340591
2.7288135593220337,225.8166492874522,110.3448036148766
2.7457627118644066,214.56028005464478,109.72933743169398
2.76271186440678,204.53413028413027,109.1139986139986
2.7796610169491527,195.18746841839314,108.7384200774802
2.7966101694915255,187.0931571815718,108.14210704607045
2.8135593220338984,179.7503707365299,107.84050090624484
2.830508474576271,173.7449799196787,107.57161981258366
2.847457627118644,168.53896529142108,107.1658480681074
2.864406779661017,164.29568052159738,106.95713121434392
2.8813559322033897,161.205642530985,106.82566862361382
2.8983050847457625,159.42880417073965,106.65917236884978
2.9152542372881354,158.63643790849673,106.57581699346404
2.9322033898305087,158.8846153846154,106.61867192636423
